file_name,language_code,language,speaker_id,gender,age_raw,age_years,age_months,question_number,response_type_code,response_type,bpm,extension
Ta005F110613A092.ogg,Ta,Tamil,5,F,1106,11,6,13,A,Answering,92,ogg
Ta005F110614A093.ogg,Ta,Tamil,5,F,1106,11,6,14,A,Answering,93,ogg
Ta005F110615A085.ogg,Ta,Tamil,5,F,1106,11,6,15,A,Answering,85,ogg
Ta005F110616A091.ogg,Ta,Tamil,5,F,1106,11,6,16,A,Answering,91,ogg
Ta005F110617R085.ogg,Ta,Tamil,5,F,1106,11,6,17,R,Reading,85,ogg
Ta005F110618R090.ogg,Ta,Tamil,5,F,1106,11,6,18,R,Reading,90,ogg
Ta005F110619R085.ogg,Ta,Tamil,5,F,1106,11,6,19,R,Reading,85,ogg
Ta005F110620R085.ogg,Ta,Tamil,5,F,1106,11,6,20,R,Reading,85,ogg
Ta005F110621R086.ogg,Ta,Tamil,5,F,1106,11,6,21,R,Reading,86,ogg
Ta005F110622R090.ogg,Ta,Tamil,5,F,1106,11,6,22,R,Reading,90,ogg
Ta005F110623R091.ogg,Ta,Tamil,5,F,1106,11,6,23,R,Reading,91,ogg
Ta005F110624R090.ogg,Ta,Tamil,5,F,1106,11,6,24,R,Reading,90,ogg
Ta005F110625R088.ogg,Ta,Tamil,5,F,1106,11,6,25,R,Reading,88,ogg
Ta005F110626R091.ogg,Ta,Tamil,5,F,1106,11,6,26,R,Reading,91,ogg
Ta005F110627R093.ogg,Ta,Tamil,5,F,1106,11,6,27,R,Reading,93,ogg
Ta005F110628R095.ogg,Ta,Tamil,5,F,1106,11,6,28,R,Reading,95,ogg
Ta005F110629R091.ogg,Ta,Tamil,5,F,1106,11,6,29,R,Reading,91,ogg
Ta005F110630R090.ogg,Ta,Tamil,5,F,1106,11,6,30,R,Reading,90,ogg
Ta005F110631A090.ogg,Ta,Tamil,5,F,1106,11,6,31,A,Answering,90,ogg
Ta005F110632A092.ogg,Ta,Tamil,5,F,1106,11,6,32,A,Answering,92,ogg
Ta005F110633A092.ogg,Ta,Tamil,5,F,1106,11,6,33,A,Answering,92,ogg
Ta005F110634A089.ogg,Ta,Tamil,5,F,1106,11,6,34,A,Answering,89,ogg
Ta005F110635A095.ogg,Ta,Tamil,5,F,1106,11,6,35,A,Answering,95,ogg
Ta005F110636A089.ogg,Ta,Tamil,5,F,1106,11,6,36,A,Answering,89,ogg
Ta005F110637A138.ogg,Ta,Tamil,5,F,1106,11,6,37,A,Answering,138,ogg
Ta005F110638A124.ogg,Ta,Tamil,5,F,1106,11,6,38,A,Answering,124,ogg
Ta005F110639A118.ogg,Ta,Tamil,5,F,1106,11,6,39,A,Answering,118,ogg
Ta005F110640R109.ogg,Ta,Tamil,5,F,1106,11,6,40,R,Reading,109,ogg
Ta005F110641R096.ogg,Ta,Tamil,5,F,1106,11,6,41,R,Reading,96,ogg
Ta005F110642R094.ogg,Ta,Tamil,5,F,1106,11,6,42,R,Reading,94,ogg
Ta005F110643A085.ogg,Ta,Tamil,5,F,1106,11,6,43,A,Answering,85,ogg
Ta005F110644A086.ogg,Ta,Tamil,5,F,1106,11,6,44,A,Answering,86,ogg
Ta005F110645A079.ogg,Ta,Tamil,5,F,1106,11,6,45,A,Answering,79,ogg
Ta005F110646V095.ogg,Ta,Tamil,5,F,1106,11,6,46,V,AfterVideo,95,ogg
Ta005F110647V090.ogg,Ta,Tamil,5,F,1106,11,6,47,V,AfterVideo,90,ogg
Ta005F110648V088.ogg,Ta,Tamil,5,F,1106,11,6,48,V,AfterVideo,88,ogg
Ta005F110652V099.ogg,Ta,Tamil,5,F,1106,11,6,52,V,AfterVideo,99,ogg
Ta005F110653V093.ogg,Ta,Tamil,5,F,1106,11,6,53,V,AfterVideo,93,ogg
Ta005F110654V090.ogg,Ta,Tamil,5,F,1106,11,6,54,V,AfterVideo,90,ogg
Ta005F110655V095.ogg,Ta,Tamil,5,F,1106,11,6,55,V,AfterVideo,95,ogg
Ta005F110656V093.ogg,Ta,Tamil,5,F,1106,11,6,56,V,AfterVideo,93,ogg
Ta005F110657V093.ogg,Ta,Tamil,5,F,1106,11,6,57,V,AfterVideo,93,ogg
Ta005F110658V102.ogg,Ta,Tamil,5,F,1106,11,6,58,V,AfterVideo,102,ogg
Ta005F110659V096.ogg,Ta,Tamil,5,F,1106,11,6,59,V,AfterVideo,96,ogg
Ta005F110660V091.ogg,Ta,Tamil,5,F,1106,11,6,60,V,AfterVideo,91,ogg
Ta005F110661V096.ogg,Ta,Tamil,5,F,1106,11,6,61,V,AfterVideo,96,ogg
Ta005F110662V092.ogg,Ta,Tamil,5,F,1106,11,6,62,V,AfterVideo,92,ogg
Ta005F110663V094.ogg,Ta,Tamil,5,F,1106,11,6,63,V,AfterVideo,94,ogg
Ta005F110664V097.ogg,Ta,Tamil,5,F,1106,11,6,64,V,AfterVideo,97,ogg
Ta005F110665V093.ogg,Ta,Tamil,5,F,1106,11,6,65,V,AfterVideo,93,ogg
Ta005F110666V100.ogg,Ta,Tamil,5,F,1106,11,6,66,V,AfterVideo,100,ogg
Ta005F110667V093.ogg,Ta,Tamil,5,F,1106,11,6,67,V,AfterVideo,93,ogg
Ta006M451101A070.ogg,Ta,Tamil,6,M,4511,45,11,1,A,Answering,70,ogg
Ta006M451103A070.ogg,Ta,Tamil,6,M,4511,45,11,3,A,Answering,70,ogg
Ta006M451104A075.ogg,Ta,Tamil,6,M,4511,45,11,4,A,Answering,75,ogg
Ta006M451105A071.ogg,Ta,Tamil,6,M,4511,45,11,5,A,Answering,71,ogg
Ta006M451106A070.ogg,Ta,Tamil,6,M,4511,45,11,6,A,Answering,70,ogg
Ta006M451107A070.ogg,Ta,Tamil,6,M,4511,45,11,7,A,Answering,70,ogg
Ta006M451108A070.ogg,Ta,Tamil,6,M,4511,45,11,8,A,Answering,70,ogg
Ta006M451109A069.ogg,Ta,Tamil,6,M,4511,45,11,9,A,Answering,69,ogg
Ta006M451110A070.ogg,Ta,Tamil,6,M,4511,45,11,10,A,Answering,70,ogg
Ta006M451111A069.ogg,Ta,Tamil,6,M,4511,45,11,11,A,Answering,69,ogg
Ta006M451112A068.ogg,Ta,Tamil,6,M,4511,45,11,12,A,Answering,68,ogg
Ta006M451113A067.ogg,Ta,Tamil,6,M,4511,45,11,13,A,Answering,67,ogg
Ta006M451114A067.ogg,Ta,Tamil,6,M,4511,45,11,14,A,Answering,67,ogg
Ta006M451115A069.ogg,Ta,Tamil,6,M,4511,45,11,15,A,Answering,69,ogg
Ta006M451116A069.ogg,Ta,Tamil,6,M,4511,45,11,16,A,Answering,69,ogg
Ta006M451117R073.ogg,Ta,Tamil,6,M,4511,45,11,17,R,Reading,73,ogg
Ta006M451118R074.ogg,Ta,Tamil,6,M,4511,45,11,18,R,Reading,74,ogg
Ta006M451119R072.ogg,Ta,Tamil,6,M,4511,45,11,19,R,Reading,72,ogg
Ta006M451120R075.ogg,Ta,Tamil,6,M,4511,45,11,20,R,Reading,75,ogg
Ta006M451121R075.ogg,Ta,Tamil,6,M,4511,45,11,21,R,Reading,75,ogg
Ta006M451122R074.ogg,Ta,Tamil,6,M,4511,45,11,22,R,Reading,74,ogg
Ta006M451123R074.ogg,Ta,Tamil,6,M,4511,45,11,23,R,Reading,74,ogg
Ta006M451124R073.ogg,Ta,Tamil,6,M,4511,45,11,24,R,Reading,73,ogg
Ta006M451125R073.ogg,Ta,Tamil,6,M,4511,45,11,25,R,Reading,73,ogg
Ta006M451126R069.ogg,Ta,Tamil,6,M,4511,45,11,26,R,Reading,69,ogg
Ta006M451127R070.ogg,Ta,Tamil,6,M,4511,45,11,27,R,Reading,70,ogg
Ta006M451128R071.ogg,Ta,Tamil,6,M,4511,45,11,28,R,Reading,71,ogg
Ta006M451129R070.ogg,Ta,Tamil,6,M,4511,45,11,29,R,Reading,70,ogg
Ta006M451130R068.ogg,Ta,Tamil,6,M,4511,45,11,30,R,Reading,68,ogg
Ta006M451131A076.ogg,Ta,Tamil,6,M,4511,45,11,31,A,Answering,76,ogg
Ta006M451132A075.ogg,Ta,Tamil,6,M,4511,45,11,32,A,Answering,75,ogg
Ta006M451133A074.ogg,Ta,Tamil,6,M,4511,45,11,33,A,Answering,74,ogg
Ta006M451134A073.ogg,Ta,Tamil,6,M,4511,45,11,34,A,Answering,73,ogg
Ta006M451135A072.ogg,Ta,Tamil,6,M,4511,45,11,35,A,Answering,72,ogg
Ta006M451136A073.ogg,Ta,Tamil,6,M,4511,45,11,36,A,Answering,73,ogg
Ta006M451137A130.ogg,Ta,Tamil,6,M,4511,45,11,37,A,Answering,130,ogg
Ta006M451138A125.ogg,Ta,Tamil,6,M,4511,45,11,38,A,Answering,125,ogg
Ta006M451139A122.ogg,Ta,Tamil,6,M,4511,45,11,39,A,Answering,122,ogg
Ta006M451140R118.ogg,Ta,Tamil,6,M,4511,45,11,40,R,Reading,118,ogg
Ta006M451141R112.ogg,Ta,Tamil,6,M,4511,45,11,41,R,Reading,112,ogg
Ta006M451142R109.ogg,Ta,Tamil,6,M,4511,45,11,42,R,Reading,109,ogg
Ta006M451143A104.ogg,Ta,Tamil,6,M,4511,45,11,43,A,Answering,104,ogg
Ta006M451144A102.ogg,Ta,Tamil,6,M,4511,45,11,44,A,Answering,102,ogg
Ta006M451145A098.ogg,Ta,Tamil,6,M,4511,45,11,45,A,Answering,98,ogg
Ta006M451146V090.ogg,Ta,Tamil,6,M,4511,45,11,46,V,AfterVideo,90,ogg
Ta006M451147V089.ogg,Ta,Tamil,6,M,4511,45,11,47,V,AfterVideo,89,ogg
Ta006M451148V086.ogg,Ta,Tamil,6,M,4511,45,11,48,V,AfterVideo,86,ogg
Ta006M451149V090.ogg,Ta,Tamil,6,M,4511,45,11,49,V,AfterVideo,90,ogg
Ta006M451150V090.ogg,Ta,Tamil,6,M,4511,45,11,50,V,AfterVideo,90,ogg
Ta006M451151V085.ogg,Ta,Tamil,6,M,4511,45,11,51,V,AfterVideo,85,ogg
Ta006M451152V084.ogg,Ta,Tamil,6,M,4511,45,11,52,V,AfterVideo,84,ogg
Ta006M451153V083.ogg,Ta,Tamil,6,M,4511,45,11,53,V,AfterVideo,83,ogg
Ta006M451154V082.ogg,Ta,Tamil,6,M,4511,45,11,54,V,AfterVideo,82,ogg
Ta006M451155V089.ogg,Ta,Tamil,6,M,4511,45,11,55,V,AfterVideo,89,ogg
Ta006M451156V083.ogg,Ta,Tamil,6,M,4511,45,11,56,V,AfterVideo,83,ogg
Ta006M451157V079.ogg,Ta,Tamil,6,M,4511,45,11,57,V,AfterVideo,79,ogg
Ta006M451158V079.ogg,Ta,Tamil,6,M,4511,45,11,58,V,AfterVideo,79,ogg
Ta006M451159V076.ogg,Ta,Tamil,6,M,4511,45,11,59,V,AfterVideo,76,ogg
Ta006M451160V077.ogg,Ta,Tamil,6,M,4511,45,11,60,V,AfterVideo,77,ogg
Ta006M451161V078.ogg,Ta,Tamil,6,M,4511,45,11,61,V,AfterVideo,78,ogg
Ta006M451162V079.ogg,Ta,Tamil,6,M,4511,45,11,62,V,AfterVideo,79,ogg
Ta006M451163V079.ogg,Ta,Tamil,6,M,4511,45,11,63,V,AfterVideo,79,ogg
Ta006M451164V080.ogg,Ta,Tamil,6,M,4511,45,11,64,V,AfterVideo,80,ogg
Ta006M451165V078.ogg,Ta,Tamil,6,M,4511,45,11,65,V,AfterVideo,78,ogg
Ta006M451166V077.ogg,Ta,Tamil,6,M,4511,45,11,66,V,AfterVideo,77,ogg
Ta006M451167V076.ogg,Ta,Tamil,6,M,4511,45,11,67,V,AfterVideo,76,ogg
Ta007M230001A075.ogg,Ta,Tamil,7,M,2300,23,0,1,A,Answering,75,ogg
Ta007M230002A075.ogg,Ta,Tamil,7,M,2300,23,0,2,A,Answering,75,ogg
Ta007M230003A076.ogg,Ta,Tamil,7,M,2300,23,0,3,A,Answering,76,ogg
Ta007M230004A077.ogg,Ta,Tamil,7,M,2300,23,0,4,A,Answering,77,ogg
Ta007M230005A079.ogg,Ta,Tamil,7,M,2300,23,0,5,A,Answering,79,ogg
Ta007M230006A079.ogg,Ta,Tamil,7,M,2300,23,0,6,A,Answering,79,ogg
Ta007M230007A068.ogg,Ta,Tamil,7,M,2300,23,0,7,A,Answering,68,ogg
Ta007M230008A080.ogg,Ta,Tamil,7,M,2300,23,0,8,A,Answering,80,ogg
Ta007M230009A078.ogg,Ta,Tamil,7,M,2300,23,0,9,A,Answering,78,ogg
Ta007M230010A078.ogg,Ta,Tamil,7,M,2300,23,0,10,A,Answering,78,ogg
Ta007M230011A075.ogg,Ta,Tamil,7,M,2300,23,0,11,A,Answering,75,ogg
Ta007M230012A075.ogg,Ta,Tamil,7,M,2300,23,0,12,A,Answering,75,ogg
Ta007M230013A073.ogg,Ta,Tamil,7,M,2300,23,0,13,A,Answering,73,ogg
Ta007M230014A073.ogg,Ta,Tamil,7,M,2300,23,0,14,A,Answering,73,ogg
Ta007M230015A075.ogg,Ta,Tamil,7,M,2300,23,0,15,A,Answering,75,ogg
Ta007M230016A074.ogg,Ta,Tamil,7,M,2300,23,0,16,A,Answering,74,ogg
Ta007M230017R076.ogg,Ta,Tamil,7,M,2300,23,0,17,R,Reading,76,ogg
Ta007M230018R080.ogg,Ta,Tamil,7,M,2300,23,0,18,R,Reading,80,ogg
Ta007M230019R072.ogg,Ta,Tamil,7,M,2300,23,0,19,R,Reading,72,ogg
Ta007M230020R078.ogg,Ta,Tamil,7,M,2300,23,0,20,R,Reading,78,ogg
Ta007M230021R076.ogg,Ta,Tamil,7,M,2300,23,0,21,R,Reading,76,ogg
Ta007M230022R074.ogg,Ta,Tamil,7,M,2300,23,0,22,R,Reading,74,ogg
Ta007M230023R078.ogg,Ta,Tamil,7,M,2300,23,0,23,R,Reading,78,ogg
Ta007M230024R076.ogg,Ta,Tamil,7,M,2300,23,0,24,R,Reading,76,ogg
Ta007M230025R072.ogg,Ta,Tamil,7,M,2300,23,0,25,R,Reading,72,ogg
Ta007M230026R075.ogg,Ta,Tamil,7,M,2300,23,0,26,R,Reading,75,ogg
Ta007M230027R075.ogg,Ta,Tamil,7,M,2300,23,0,27,R,Reading,75,ogg
Ta007M230028R076.ogg,Ta,Tamil,7,M,2300,23,0,28,R,Reading,76,ogg
Ta007M230029R076.ogg,Ta,Tamil,7,M,2300,23,0,29,R,Reading,76,ogg
Ta007M230030R075.ogg,Ta,Tamil,7,M,2300,23,0,30,R,Reading,75,ogg
Ta007M230031A076.ogg,Ta,Tamil,7,M,2300,23,0,31,A,Answering,76,ogg
Ta007M230032A080.ogg,Ta,Tamil,7,M,2300,23,0,32,A,Answering,80,ogg
Ta007M230033A080.ogg,Ta,Tamil,7,M,2300,23,0,33,A,Answering,80,ogg
Ta007M230034A075.ogg,Ta,Tamil,7,M,2300,23,0,34,A,Answering,75,ogg
Ta007M230035A073.ogg,Ta,Tamil,7,M,2300,23,0,35,A,Answering,73,ogg
Ta007M230036A082.ogg,Ta,Tamil,7,M,2300,23,0,36,A,Answering,82,ogg
Ta007M230037A111.ogg,Ta,Tamil,7,M,2300,23,0,37,A,Answering,111,ogg
Ta007M230038A106.ogg,Ta,Tamil,7,M,2300,23,0,38,A,Answering,106,ogg
Ta007M230039A104.ogg,Ta,Tamil,7,M,2300,23,0,39,A,Answering,104,ogg
Ta007M230040R103.ogg,Ta,Tamil,7,M,2300,23,0,40,R,Reading,103,ogg
Ta007M230041R102.ogg,Ta,Tamil,7,M,2300,23,0,41,R,Reading,102,ogg
Ta007M230042R101.ogg,Ta,Tamil,7,M,2300,23,0,42,R,Reading,101,ogg
Ta007M230043A103.ogg,Ta,Tamil,7,M,2300,23,0,43,A,Answering,103,ogg
Ta007M230044A098.ogg,Ta,Tamil,7,M,2300,23,0,44,A,Answering,98,ogg
Ta007M230045A098.ogg,Ta,Tamil,7,M,2300,23,0,45,A,Answering,98,ogg
Ta007M230046V086.ogg,Ta,Tamil,7,M,2300,23,0,46,V,AfterVideo,86,ogg
Ta007M230047V087.ogg,Ta,Tamil,7,M,2300,23,0,47,V,AfterVideo,87,ogg
Ta007M230048V085.ogg,Ta,Tamil,7,M,2300,23,0,48,V,AfterVideo,85,ogg
Ta007M230049V082.ogg,Ta,Tamil,7,M,2300,23,0,49,V,AfterVideo,82,ogg
Ta007M230050V080.ogg,Ta,Tamil,7,M,2300,23,0,50,V,AfterVideo,80,ogg
Ta007M230051V081.ogg,Ta,Tamil,7,M,2300,23,0,51,V,AfterVideo,81,ogg
Ta007M230052V085.ogg,Ta,Tamil,7,M,2300,23,0,52,V,AfterVideo,85,ogg
Ta007M230053V081.ogg,Ta,Tamil,7,M,2300,23,0,53,V,AfterVideo,81,ogg
Ta007M230054V081.ogg,Ta,Tamil,7,M,2300,23,0,54,V,AfterVideo,81,ogg
Ta007M230055V083.ogg,Ta,Tamil,7,M,2300,23,0,55,V,AfterVideo,83,ogg
Ta007M230056V082.ogg,Ta,Tamil,7,M,2300,23,0,56,V,AfterVideo,82,ogg
Ta007M230057V080.ogg,Ta,Tamil,7,M,2300,23,0,57,V,AfterVideo,80,ogg
Ta007M230058V079.ogg,Ta,Tamil,7,M,2300,23,0,58,V,AfterVideo,79,ogg
Ta007M230059V076.ogg,Ta,Tamil,7,M,2300,23,0,59,V,AfterVideo,76,ogg
Ta007M230060V078.ogg,Ta,Tamil,7,M,2300,23,0,60,V,AfterVideo,78,ogg
Ta007M230061V080.ogg,Ta,Tamil,7,M,2300,23,0,61,V,AfterVideo,80,ogg
Ta007M230062V076.ogg,Ta,Tamil,7,M,2300,23,0,62,V,AfterVideo,76,ogg
Ta007M230063V079.ogg,Ta,Tamil,7,M,2300,23,0,63,V,AfterVideo,79,ogg
Ta007M230064V080.ogg,Ta,Tamil,7,M,2300,23,0,64,V,AfterVideo,80,ogg
Ta007M230065V080.ogg,Ta,Tamil,7,M,2300,23,0,65,V,AfterVideo,80,ogg
Ta007M230066V077.ogg,Ta,Tamil,7,M,2300,23,0,66,V,AfterVideo,77,ogg
Ta007M230067V079.ogg,Ta,Tamil,7,M,2300,23,0,67,V,AfterVideo,79,ogg
Ta008F220401A093.ogg,Ta,Tamil,8,F,2204,22,4,1,A,Answering,93,ogg
Ta008F220402A100.ogg,Ta,Tamil,8,F,2204,22,4,2,A,Answering,100,ogg
Ta008F220403A082.ogg,Ta,Tamil,8,F,2204,22,4,3,A,Answering,82,ogg
Ta008F220404A097.ogg,Ta,Tamil,8,F,2204,22,4,4,A,Answering,97,ogg
Ta008F220405A087.ogg,Ta,Tamil,8,F,2204,22,4,5,A,Answering,87,ogg
Ta008F220406A082.ogg,Ta,Tamil,8,F,2204,22,4,6,A,Answering,82,ogg
Ta008F220407A089.ogg,Ta,Tamil,8,F,2204,22,4,7,A,Answering,89,ogg
Ta008F220408A085.ogg,Ta,Tamil,8,F,2204,22,4,8,A,Answering,85,ogg
Ta008F220409A081.ogg,Ta,Tamil,8,F,2204,22,4,9,A,Answering,81,ogg
Ta008F220410A093.ogg,Ta,Tamil,8,F,2204,22,4,10,A,Answering,93,ogg
Ta008F220411A084.ogg,Ta,Tamil,8,F,2204,22,4,11,A,Answering,84,ogg
Ta008F220412A083.ogg,Ta,Tamil,8,F,2204,22,4,12,A,Answering,83,ogg
Ta008F220413A084.ogg,Ta,Tamil,8,F,2204,22,4,13,A,Answering,84,ogg
Ta008F220414A090.ogg,Ta,Tamil,8,F,2204,22,4,14,A,Answering,90,ogg
Ta008F220415A080.ogg,Ta,Tamil,8,F,2204,22,4,15,A,Answering,80,ogg
Ta008F220416A085.ogg,Ta,Tamil,8,F,2204,22,4,16,A,Answering,85,ogg
Ta008F220417R083.ogg,Ta,Tamil,8,F,2204,22,4,17,R,Reading,83,ogg
Ta008F220418R085.ogg,Ta,Tamil,8,F,2204,22,4,18,R,Reading,85,ogg
Ta008F220419R090.ogg,Ta,Tamil,8,F,2204,22,4,19,R,Reading,90,ogg
Ta008F220420R084.ogg,Ta,Tamil,8,F,2204,22,4,20,R,Reading,84,ogg
Ta008F220421R077.ogg,Ta,Tamil,8,F,2204,22,4,21,R,Reading,77,ogg
Ta008F220422R085.ogg,Ta,Tamil,8,F,2204,22,4,22,R,Reading,85,ogg
Ta008F220423R088.ogg,Ta,Tamil,8,F,2204,22,4,23,R,Reading,88,ogg
Ta008F220424R096.ogg,Ta,Tamil,8,F,2204,22,4,24,R,Reading,96,ogg
Ta008F220425R083.ogg,Ta,Tamil,8,F,2204,22,4,25,R,Reading,83,ogg
Ta008F220426R085.ogg,Ta,Tamil,8,F,2204,22,4,26,R,Reading,85,ogg
Ta008F220427R079.ogg,Ta,Tamil,8,F,2204,22,4,27,R,Reading,79,ogg
Ta008F220428R084.ogg,Ta,Tamil,8,F,2204,22,4,28,R,Reading,84,ogg
Ta008F220429R083.ogg,Ta,Tamil,8,F,2204,22,4,29,R,Reading,83,ogg
Ta008F220430R084.ogg,Ta,Tamil,8,F,2204,22,4,30,R,Reading,84,ogg
Ta008F220431A087.ogg,Ta,Tamil,8,F,2204,22,4,31,A,Answering,87,ogg
Ta008F220432A085.ogg,Ta,Tamil,8,F,2204,22,4,32,A,Answering,85,ogg
Ta008F220433A089.ogg,Ta,Tamil,8,F,2204,22,4,33,A,Answering,89,ogg
Ta008F220434A092.ogg,Ta,Tamil,8,F,2204,22,4,34,A,Answering,92,ogg
Ta008F220435A090.ogg,Ta,Tamil,8,F,2204,22,4,35,A,Answering,90,ogg
Ta008F220436A085.ogg,Ta,Tamil,8,F,2204,22,4,36,A,Answering,85,ogg
Ta008F220437A154.ogg,Ta,Tamil,8,F,2204,22,4,37,A,Answering,154,ogg
Ta008F220438A153.ogg,Ta,Tamil,8,F,2204,22,4,38,A,Answering,153,ogg
Ta008F220439A149.ogg,Ta,Tamil,8,F,2204,22,4,39,A,Answering,149,ogg
Ta008F220440R145.ogg,Ta,Tamil,8,F,2204,22,4,40,R,Reading,145,ogg
Ta008F220441R139.ogg,Ta,Tamil,8,F,2204,22,4,41,R,Reading,139,ogg
Ta008F220442R134.ogg,Ta,Tamil,8,F,2204,22,4,42,R,Reading,134,ogg
Ta008F220443A122.ogg,Ta,Tamil,8,F,2204,22,4,43,A,Answering,122,ogg
Ta008F220444A120.ogg,Ta,Tamil,8,F,2204,22,4,44,A,Answering,120,ogg
Ta008F220445A121.ogg,Ta,Tamil,8,F,2204,22,4,45,A,Answering,121,ogg
Ta008F220446V105.ogg,Ta,Tamil,8,F,2204,22,4,46,V,AfterVideo,105,ogg
Ta008F220447V095.ogg,Ta,Tamil,8,F,2204,22,4,47,V,AfterVideo,95,ogg
Ta008F220448V097.ogg,Ta,Tamil,8,F,2204,22,4,48,V,AfterVideo,97,ogg
Ta008F220452V098.ogg,Ta,Tamil,8,F,2204,22,4,52,V,AfterVideo,98,ogg
Ta008F220453V108.ogg,Ta,Tamil,8,F,2204,22,4,53,V,AfterVideo,108,ogg
Ta008F220454V102.ogg,Ta,Tamil,8,F,2204,22,4,54,V,AfterVideo,102,ogg
Ta008F220455V102.ogg,Ta,Tamil,8,F,2204,22,4,55,V,AfterVideo,102,ogg
Ta008F220456V103.ogg,Ta,Tamil,8,F,2204,22,4,56,V,AfterVideo,103,ogg
Ta008F220458V105.ogg,Ta,Tamil,8,F,2204,22,4,58,V,AfterVideo,105,ogg
Ta008F220459V100.ogg,Ta,Tamil,8,F,2204,22,4,59,V,AfterVideo,100,ogg
Ta008F220460V100.ogg,Ta,Tamil,8,F,2204,22,4,60,V,AfterVideo,100,ogg
Ta008F220461V085.ogg,Ta,Tamil,8,F,2204,22,4,61,V,AfterVideo,85,ogg
Ta008F220462V097.ogg,Ta,Tamil,8,F,2204,22,4,62,V,AfterVideo,97,ogg
Ta008F220463V090.ogg,Ta,Tamil,8,F,2204,22,4,63,V,AfterVideo,90,ogg
Ta008F220464V098.ogg,Ta,Tamil,8,F,2204,22,4,64,V,AfterVideo,98,ogg
Ta008F220465V093.ogg,Ta,Tamil,8,F,2204,22,4,65,V,AfterVideo,93,ogg
Ta008F220466V091.ogg,Ta,Tamil,8,F,2204,22,4,66,V,AfterVideo,91,ogg
Ta008F220467V096.ogg,Ta,Tamil,8,F,2204,22,4,67,V,AfterVideo,96,ogg
Ta009F220101A091.ogg,Ta,Tamil,9,F,2201,22,1,1,A,Answering,91,ogg
Ta009F220102A083.ogg,Ta,Tamil,9,F,2201,22,1,2,A,Answering,83,ogg
Ta009F220103A083.ogg,Ta,Tamil,9,F,2201,22,1,3,A,Answering,83,ogg
Ta009F220104A073.ogg,Ta,Tamil,9,F,2201,22,1,4,A,Answering,73,ogg
Ta009F220105A073.ogg,Ta,Tamil,9,F,2201,22,1,5,A,Answering,73,ogg
Ta009F220106A071.ogg,Ta,Tamil,9,F,2201,22,1,6,A,Answering,71,ogg
Ta009F220107A097.ogg,Ta,Tamil,9,F,2201,22,1,7,A,Answering,97,ogg
Ta009F220108A078.ogg,Ta,Tamil,9,F,2201,22,1,8,A,Answering,78,ogg
Ta009F220109A072.ogg,Ta,Tamil,9,F,2201,22,1,9,A,Answering,72,ogg
Ta009F220110A073.ogg,Ta,Tamil,9,F,2201,22,1,10,A,Answering,73,ogg
Ta009F220111A072.ogg,Ta,Tamil,9,F,2201,22,1,11,A,Answering,72,ogg
Ta009F220112A069.ogg,Ta,Tamil,9,F,2201,22,1,12,A,Answering,69,ogg
Ta009F220113A072.ogg,Ta,Tamil,9,F,2201,22,1,13,A,Answering,72,ogg
Ta009F220114A076.ogg,Ta,Tamil,9,F,2201,22,1,14,A,Answering,76,ogg
Ta009F220115A081.ogg,Ta,Tamil,9,F,2201,22,1,15,A,Answering,81,ogg
Ta009F220116A082.ogg,Ta,Tamil,9,F,2201,22,1,16,A,Answering,82,ogg
Ta009F220117R077.ogg,Ta,Tamil,9,F,2201,22,1,17,R,Reading,77,ogg
Ta009F220118R076.ogg,Ta,Tamil,9,F,2201,22,1,18,R,Reading,76,ogg
Ta009F220119R075.ogg,Ta,Tamil,9,F,2201,22,1,19,R,Reading,75,ogg
Ta009F220120R073.ogg,Ta,Tamil,9,F,2201,22,1,20,R,Reading,73,ogg
Ta009F220121R076.ogg,Ta,Tamil,9,F,2201,22,1,21,R,Reading,76,ogg
Ta009F220122R077.ogg,Ta,Tamil,9,F,2201,22,1,22,R,Reading,77,ogg
Ta009F220123R075.ogg,Ta,Tamil,9,F,2201,22,1,23,R,Reading,75,ogg
Ta009F220124R081.ogg,Ta,Tamil,9,F,2201,22,1,24,R,Reading,81,ogg
Ta009F220125R074.ogg,Ta,Tamil,9,F,2201,22,1,25,R,Reading,74,ogg
Ta009F220126R075.ogg,Ta,Tamil,9,F,2201,22,1,26,R,Reading,75,ogg
Ta009F220127R074.ogg,Ta,Tamil,9,F,2201,22,1,27,R,Reading,74,ogg
Ta009F220128R079.ogg,Ta,Tamil,9,F,2201,22,1,28,R,Reading,79,ogg
Ta009F220129R076.ogg,Ta,Tamil,9,F,2201,22,1,29,R,Reading,76,ogg
Ta009F220130R084.ogg,Ta,Tamil,9,F,2201,22,1,30,R,Reading,84,ogg
Ta009F220131A077.ogg,Ta,Tamil,9,F,2201,22,1,31,A,Answering,77,ogg
Ta009F220132A081.ogg,Ta,Tamil,9,F,2201,22,1,32,A,Answering,81,ogg
Ta009F220133A086.ogg,Ta,Tamil,9,F,2201,22,1,33,A,Answering,86,ogg
Ta009F220134A080.ogg,Ta,Tamil,9,F,2201,22,1,34,A,Answering,80,ogg
Ta009F220135A076.ogg,Ta,Tamil,9,F,2201,22,1,35,A,Answering,76,ogg
Ta009F220136A078.ogg,Ta,Tamil,9,F,2201,22,1,36,A,Answering,78,ogg
Ta009F220137A116.ogg,Ta,Tamil,9,F,2201,22,1,37,A,Answering,116,ogg
